,Artist,Compound_Score,Genre,Lyric,Mood,New_Score,Tempo,Title,Top_Word
175,Selena Gomez,-0.9225,['Pop'],"Take away your things and go
You can't take back what you said, I know
I've heard it all before, at least a million times
I'm not one to forget, you know

I don't believe, I don't believe it
You left in peace, left me in pieces
Too hard to breathe, I'm on my knees

Right now, 'ow

I'm so sick of that same old love, that shit, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, (that same old love)
Oh, (that same old love)
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, (that same old love)
Oh, (that same old love)

I'm not spending any time, wasting tonight on you
I know, I've heard it all

So don't you try and change your mind

'Cause I won't be changing too, you know
You can't believe, still can't believe it
You left in peace, left me in pieces

Too hard to breathe, I'm on my knees
Right now, 'ow
I'm so sick of that same old love, that shit, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, (that same old love)
Oh, (that same old love)
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, (that same old love)
Oh, (that same old love)
I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love
I'm so sick of that same old love, that shit, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, (that same old love)
Oh, (that same old love)
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, (that same old love)
Oh, (that same old love)",['Sensual'],3.86,['Medium Tempo'],Same Old Love,"[('love', 28), ('old', 24), ('sick', 20)]"
176,The Weeknd,-0.9932,['Urban'],"Your man on the road, he doing promo
You said keep our business on the low-low
I'm just tryna get you out the friend-zone
'Cause you look even better than the photos

I can't find your house, send me the info
Driving through the gated residential
Found out I was coming, sent your friends home
Keep on tryna hide it but your friends know

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

I'mma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo

Always tryna send me off to rehab
Drugs start to feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Hills have eyes, the hills have eyes
Who are you to judge, who are you to judge?
Hide your lies, girl hide your lies
Only you to trust, only you

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Yenefikir, ewedeshalo
Yenefikir, fikir, fikir
Yenefikir, fikir, fikir, fikir

Ewedeshalo, ewedeshalo
Yenefikir, fikir, fikir
Yenefikir, fikir, fikir, fikir",['Sensual'],0.33,['Medium Tempo'],The Hills,"[('fucked', 13), ('real', 12), ('fikir', 10)]"
177,Alessia Cara,0.9896,['Pop'],"(I guess right now you've got the last laugh)

I'm sorry if I seem uninterested
Oh I'm not listenin', oh I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room with people who don't even care about my well being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here, somewhere in the corner
Under clouds of marijuana with this boy who's hollerin'
And I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Excuse me if I seem a little unimpressed with this
An antisocial pessimist, but usually I don't mess with this
And I know you mean only the best and your
Intentions aren't to bother me, but honestly I'd rather be
Somewhere with my people, we can kick it and just listen to
Some music with a message, (like we usually do)
And we'll discuss our big dreams, how we plan, to take over the planet
So pardon my manners, I hope you'll understand that I'll be here (ooh)
Not there in the kitchen
With the girl who's always gossipin' about her friends
Oh tell them I'll be here
(Ooh) right next to the boy who's throwin' up
'Cause he can't take what's in his cup no more
Oh God why am I here?

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Hours later congregatin' next to the refrigerator
Some girl's talkin' 'bout a hater, she ain't got none
How did it ever come to this? I should've never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here (oh oh, oh oh)",[],99.49,[],Here,"[('can', 10), ('don', 8), ('break', 3)]"
178,Shawn Mendes,-0.9834,['Pop'],"I thought that I'd been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself,
I'm aching begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself,
I'm aching begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head, get you out of my head

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses
I'll be needing stitches (and I'll be needing stitches)

Tripping over myself,
I'm aching begging you to come help (begging, ""Baby, please"")
And now that I'm without your kisses
I'll be needing stitches

(And now that)
I'm without your kisses
I'll be needing stitches
(And now that)
I'm without your kisses
I'll be needing stitches",['Urgent'],0.82,['Fast Tempo'],Stitches,"[('now', 10), ('stitches', 9), ('needing', 9)]"
179,Meghan Trainor Featuring John Legend,0.9944,['Pop'],"I found myself dreaming
In silver and gold
Like a scene from a movie
That every broken heart knows

We were walking on moonlight
And you pulled me close
Split second and you disappeared
And then I was all alone

I woke up in tears
With you by my side
A breath of relief
And I realized
No, we're not promised tomorrow

So I'm gonna love you like I'm gonna lose you
And I'm gonna hold you like I'm saying goodbye
Wherever we're standing
I won't take you for granted
'Cause we'll never know when, when we'll run out of time

So I'm gonna love you like I'm gonna lose you
So I'm gonna love you like I'm gonna lose you

In the blink of an eye
Just a whisper of smoke
You could lose everything
The truth is you never know

So I'll kiss you longer baby
Any chance that I get
And I'll make the most of the minutes
And love with no regrets

So let's take our time to say what we want
Here's what we got before it's all gone
'Cause no, we're not promised tomorrow

So I'm gonna love you like I'm gonna lose you
And I'm gonna hold you like I'm saying goodbye
Wherever we're standing
I won't take you for granted
'Cause we'll never know when, when we'll run out of time

So I'm gonna love you (I'm gonna love you)
Like I'm gonna lose you (like I'm gonna lose you)
So I'm gonna love you like I'm gonna lose you

Hey
Whoa

I'm gonna love you (oh)
Like I'm gonna lose you (like I'm gonna lose you)
I'm gonna hold you like I'm saying goodbye
Wherever we're standing
I won't take you for granted
'Cause we'll never know when, when we'll run out of time

So I'm gonna love you (I'm gonna love you babe)
Like I'm gonna lose you (like I'm gonna lose you)
I'm gonna love you like I'm gonna lose you",['Sensual'],99.73,['Slow Tempo'],Like I'm Gonna Lose You,"[('gonna', 26), ('like', 16), ('lose', 13)]"
180,Fetty Wap Featuring Remy Boyz,0.9058,['Urban'],"Fetty Wap
Yeah baby, 1738
Ay, ay, look

Baby girl, you're so damn fine though
I'm tryna know if I could hit it from behind though
I'm sipping on you like some fine wine though
And when it's over, I press rewind though

Ay, you talking bands, girl, I got it
Benjamins all in my pocket
I traded in my Trues for some Robins
He playing Batman, Fetty's gon' rob him
Ay, I got a Glock in my 'Rari, ay, 17 shots, no 38
I got a Glock in my 'Rari, 17 shots, no 38

I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time

And I got this soda
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeah baby

Remy Boyz
Tell me what you see
Is it money or it's me?
I smoke twenty, smell the weed
I got hunnies in my V
They like ""Monty, can you be my baby daddy?"", I'm like ""Yeah.""

I got robins on my jeans, you see the wings on every pair
All you see is Remy Boyz, you know my niggas everywhere
And if somebody got a problem, we could meet up anywhere
Now go say something, don't you niggas play dumb
You know where we came from, you don't want sauce, no A1

Fetty Wap
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time

And I got this soda
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeah baby

Remy Boyz
Ay, she a cutie and she fine
Make me wanna make her mine
She ain't nothing like them bimbos
If you like it, we can swerve
We can light and stain up here
Blowing, pluck it out the window

DJ playing, press rewind, got her singing every time
Take a high note for me, girlfriend
Got my city looking rude
I ain't Diddy, I ain't Loon
But I think I need a girlfriend

She feeling great as I'm talking to her
She a RemyGirl so I'm gon' pursue her
I brought a lot of loud, lot of Remy to sip on
Thousand dollars when I get my tip on

I'm off her, asked her if her fatty real
She said that's all her, got her with the happy feel
I'm 'bout to spoil her, got her with the happy feel
I'm 'bout to spoil her, oh my

Fetty Wap
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time

And I got this soda
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeah baby

ZooWap, Monty
ZooWap, Dicey
Yeah baby, Remy Boyz
Yeah, yeah",[],95.3,[],679,"[('got', 13), ('yeah', 11), ('remy', 8)]"
181,The Weeknd,-0.7579,['Urban'],"All alone she was living
In a world without an end or beginning
Babygirl was living life for the feeling
But I don't mind, I don't mind
And all the wrongs she committed
She was numb and she was so co-dependent
She was young and all she had was the city
But I don't mind, I don't mind

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)

He sang a song when he did it
He was cold and he was so unforgiving
Now she dances to the song on the minute
Yeah, all the time, all the time
It made her weak when she hear it
And it got her on her knees like religion
She was young and she was forced to be a woman
Yeah, all the time, all the time

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)

I don't think you understand...
In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)",['Yearning'],12.09,['Medium Tempo'],In The Night,"[('don', 11), ('night', 9), ('understand', 7)]"
182,Drake & Future,0.9811,['Urban'],"Yeah
Halloween
Taliban, taliban
Jumpman, Jumpman, Jumpman, them boys up to something
They just spent like two or three weeks out the country
Them boys up to something they just not just bluffing
You don't have to call I hit my dance like Usher
I just found my tempo like I'm DJ mustard
I hit the Ginobili with my left hand up like woo
Lobster and celine for all my babies that I miss
Chicken fingers, French fries for them hoes that wanna diss
Jumpman, Jumpman, Jumpman, them boys up to something
Uh, uh, uh think I need some Robitussin
Way too many questions you must think I trust you
You searching for answers I do not know nothing (Woo!)
I see 'em tweaking they know something coming (Woo!)
Jumpman, Jumpman, Jumpman, them boys up to something (Woo!)
Jumpman, Jumpman, Jumpman, fuck was you expecting? (Woo!)
Chi-town chi-town Michael Jordan just said text me (Woo!)

Jumpman, Jumpman, Jumpman
Jumpman, Jumpman, Jumpman
I just seen the jet take off they up to something
Them boys just not bluffing them boys just not bluffing
Jumpman, Jumpman, Jumpman, them boys up to something
She was trying join the team I told her wait
Chicken wings and fries we don't go on dates
Nobu Nobu Nobu Nobu Nobu nobu
I just throwed a private dinner in LA
Trapping is a hobby that's the way for me
Man they coming fast they never getting sleep
I, I just had to buy another safe
Bentley Spurs and Phantoms Jordan Fadeaway

Yeah
Jumpman, Jumpman, I don't need no introduction
Jumpman, Jumpman, Metro Boomin on production, wow
Hundred cousins out in Memphis they so country, wow
Tell her stay the night, valet your car, come fuck me now
Jumpman, Jumpman, live on TNT I'm flexing (ooh!)
Jumpman, Jumpman they gave me my own collection (ooh!)
Jump when I say jump, girl can you take direction? (Ooh!)
Mutombo with the bitches, you keep getting rejected (Woo!)

Heard they came through magic city on a Monday
Heard they had the club wild, it was star studded
A bunch of girls going wild when your chain flooded
And I had 'em like wow, cup dirty
Dopeman dopeman dopeman dopeman dopeman dopeman
Money on the counter, choppers on the floor
I just caught that tempo, DJ Mustard (woo!)
Way too much codeine and Adderall
We just count up paper racks, whoa
I know I'mma get my bitch back, whoa
I count all these racks that I have on me now imma have you like whoa
Chanel number 9, Chanel number 5, well you got 'em both

Jumpman, Jumpman, Jumpman them boys up to something
They just spent like two or three weeks out the country
Them boys up to something they just not just bluffing

Jumpman, Jumpman, Jumpman
Them boys up to something",['Cool'],99.06,['Slow Tempo'],Jumpman,"[('jumpman', 35), ('just', 15), ('something', 10)]"
183,Ellie Goulding,0.9911,['Electronica'],"It's a little blurry how the whole thing started
I don't even really know what you intended
Thought that you were cute and you could make me jealous
Poured it down, so I poured it down

Next I thing that I know, I'm in a hotel with you
You were talking deep, like it was mad love to you
You wanted my heart but I just liked your tattoos
Poured it down, so I poured it down

And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind

Now I always hear always hear them talking
Talking about a girl, about a girl with my name
Saying that I hurt you, but I don't still don't get it
You didn't love me, no not really

Wait, I could've really liked you
I bet, I bet that's why I keep on thinking about you
It's a shame, you said I was good
So I poured it down, so I poured it down

And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind

You got yourself in a dangerous zone
Because we both had the fear, fear of being alone
And I still don't understand it
You don't mess with love, you mess with the truth
And my heart don't understand it
Understand it, understand it
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
You think you know somebody
Why I got you on my mind
You think you know somebody",['Fiery'],99.56,['Fast Tempo'],On My Mind,"[('got', 27), ('mind', 26), ('know', 16)]"
184,The Weeknd,0.9997,['Urban'],"And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
But at least we'll both be beautiful and stay forever young
This I know, yeah, this I know

She told me, ""Don't worry about it.""
She told me, ""Don't worry no more.""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
All the misery was necessary when we're deep in love
This I know (this I know), girl, I know

She told me, ""Don't worry about it.""
She told me, ""Don't worry no more.""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh
I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh

She told me, ""Don't worry about it.""
She told me, ""Don't worry no more.""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (oh, I love it), oh
I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh
I can't feel my face when I'm with you
But I love it (when I'm with you), but I love it (when I'm with you), oh

I can't feel my face
Hey",['Fiery'],99.99,['Medium Tempo'],Can't Feel My Face,"[('love', 31), ('can', 14), ('face', 11)]"
185,Travis Scott,-0.9445,['Urban'],"Don't you open up that window
Don't you let out that antidote
Poppin' pills is all we know
In the hills is all we know (Hollywood!)
Don't go through the front door (Through the back!)
It's lowkey at the night show
So don't you open up that window
Don't you let out that antidote

Party on a Sunday (That was fun!)
Do it all again on Monday (One more time!)
Spent a check on a weekend (Oh my God!)
I might do it all again (That's boss shit)
I just hit a three peat
Fucked three hoes I met this week (Robert Horry!)
I don't do no old hoes (Oh, no, no!)
My nigga, that's a no-no (Straight up!)
She just want the coco (Cocaina!)
I just want dinero (Paper hunting!)
Who that at the front door?
If it's the feds, oh-no-no-no (Don't let 'em in, shhh)

Don't you open up that window
Don't you let out that antidote
Poppin' pills is all we know
In the hills is all we know (Hollywood!)
Don't go through the front door (In the back!)
It's lowkey at the night show
At the night show
At the night show (Higher)
At the night show
At the night show (Get lit my nigga)
At the night show

Anything can happen at the night show
Everything can happen at the night show
At the night show
Anything can happen at the night show
At the night show
Your bitch not at home, she at the night show
Fuckin' right, ho
Had to catch a flight for the night show
Let's get piped though
Bottles got us right though, we ain't sippin' light though
I ain't got no type though
Only got one night though, we can do it twice though
It's lit at the night show

At the night show
At the night show
At the night show
At the night show
At the night show
At the night show
Anything can happen at the night show

Stackin' up day to day
Young nigga you know you gotta go get it, go get it, my nigga
They hatin', they stinkin', they waitin'
Don't be mistaken, we dyin', they stayin'
Lord I'm on fire they think that I'm Satan
Callin' me crazy on different occasions
Kickin' the cameraman off of my stages
'Cause I don't like how he snappin' my angles
I'm overboard and I'm over-impatient
Over my niggas and these kids my ages
Dealin' with Mo' shit that's more complicated
Like these two bitches that might be related
H-Town, you got one and you Bun B like a number one
It's late night, got a late show
If you wanna roll, I got a place where...

Poppin' pills is all we know
In the hills is all we know (Hollywood!)
Don't go through the front door (Through the back!)
It's lowkey at the night show
So don't you open up that window
Don't you let out that antidote",['Other'],2.76,['Medium Tempo'],Antidote,"[('night', 25), ('show', 24), ('don', 15)]"
186,Elle King,0.9796,['Urban'],"Well, I had me a boy, turned him into a man
I showed him all the things that he didn't understand, whoa
And then I let him go

Now, there's one in California who's been cursing my name
'Cause I found me a better lover in the UK, hey hey
Until I made my getaway

One, two, three, they gonna run back to me
'Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's

Had a summer lover down in New Orleans
Kept him warm in the winter, left him frozen in the spring, my my
How the seasons go by

I get high and I love to get low
So the hearts keep breaking and the heads just roll, you know
That's how the story goes

One, two, three, they gonna run back to me
'Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go

My ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's

One, two, three, they gonna run back to me
Climbing over mountains and a-sailing over seas
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

My ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's",['Defiant'],98.99,['Medium Tempo'],Ex's & Oh's,"[('one', 7), ('wanna', 6), ('back', 6)]"
187,Mariah Carey,0.8803,['Urban'],"I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
Underneath the Christmas tree

I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you 

I don't want a lot for Christmas
There is just one thing I need
And I don't care about the presents
Underneath the Christmas tree

I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas Day

I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
You, baby

Oh, I won't ask for much this Christmas
I won't even wish for snow
And I, I'm just gonna keep on waiting
Underneath the mistletoe

I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake
To hear those magic reindeer click

'Cause I just want you here tonight
Holding on to me so tight
What more can I do?
Oh, baby all I want for Christmas is you
You, baby

Oh, all the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air

And everyone is singing
I hear those sleigh bells ringing
Santa, won't you bring me
The one I really need?
Won't you please bring my baby to me quickly?

Oh, I don't want a lot for Christmas
This is all I'm asking for
I just wanna see my baby
Standing right outside my door

Oh, I just want you for my own
More than you could ever know
Make my wish come true
Oh, baby all I want for Christmas is you
You, baby

All I want for Christmas is you, baby
All I want for Christmas is you, baby
All I want for Christmas is you, baby
All I want for Christmas is you, baby",['Empowering'],94.02,['Medium Tempo'],All I Want For Christmas Is You,"[('christmas', 15), ('want', 15), ('baby', 11)]"
188,twenty one pilots,0.9979,['Alternative & Punk'],"I wish I found some better sounds no one's ever heard
I wish I had a better voice that sang some better words
I wish I found some chords in an order that is new
I wish I didn't have to rhyme every time I sang

I was told when I get older all my fears would shrink
But now I'm insecure and I care what people think
My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
We're stressed out

Sometimes a certain smell will take me back to when I was young
How come I'm never able to identify where it's coming from?
I'd make a candle out of it if I ever found it
Try to sell it, never sell out of it, I'd probably only sell one

It'd be to my brother, 'cause we have the same nose
Same clothes, home-grown, a stone's throw from a creek we used to roam
But it would remind us of when nothing really mattered
Out of student loans and tree-house homes, we all would take the latter

My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time, to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time, to the good ol' days
When our mama sang us to sleep but now we're stressed out

We used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying, ""Wake up, you need to make money"", yeah

We used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying, ""Wake up, you need to make money"", yeah

Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out

We used to play pretend, used to play pretend, money
We used to play pretend, wake up, you need the money
Used to play pretend, used to play pretend, money
We used to play pretend, wake up, you need the money

Used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying ""Wake up, you need to make money"", yeah",['Cool'],99.9,['Medium Tempo'],Stressed Out,"[('used', 13), ('now', 10), ('wish', 10)]"
189,Bryson Tiller,-0.9183,['Urban'],"Don't
Don't play with her, don't be dishonest
Too many games fucks up logic
Talkin' bout, I'm back and I'm better
I want you bad as ever
I want you now not whenever
'Cause I want to give you better
But Baby it's whatever
Somebody gotta step up
Girl I'm that somebody
So I'm next up

Be damned if I let him catch up
It's easy to see that you're fed up
I am on a whole 'nother level
He only treated you like a trophy, not a gold medal

Fuck 'em girl I guess he didn't know any better
Girl that man didn't show any effort
Do all I can just to show you you're special
Certainly with trust we can get this together

And Lately you say he been killing the vibe
But you still role with him, why?
Pull up, skurt
Get in the ride
Left hand is steering the other is gripping your thigh
Stop playing games cause you mine
Shawty you deserve what you been missing
Baby no more games I'm down for business
Play this song for him tell him just listen

Don't
(Play this song for him...)
Don't

Girl, said he keeps on playing games and his loving ain't the same
I don't know what to say-ay but
What a shame
If you were mine you would not get the same
If you were mine you would top everything
Suicide in the drop switching lanes
And that thang so fire baby no propane
Got good pussy girl can I be frank
To keep it 100 girl I ain't no saint
But he the only reason that I'm feeling this way
Giving you the world baby when you get space
Pen game get me laid, baby that's penetrate
Oh baby

Don't
(Ey)

H-Town got a nigga so throwed
Po' up we can party some mo'
Yeah got this drink in my cup
Got a young nigga feeling so throwed
Spit fire and the world so cold
Young money got a nigga feeling old
Spit fire and the world so cold
H-Town got me feeling so throwed
H-Town got me feeling so throwed
Raw paint in the sip can it fold
H-Town got me feeling so throwed
Spit fire and the world so cold
H-Town got a nigga so throwed

(Play this song for em...)

Don't",[],4.07,[],Don't,"[('got', 9), ('don', 8), ('throwed', 6)]"
190,Thomas Rhett,0.9932,['Traditional'],"Baby, last night was hands down
One of the best nights
That I've had, no doubt
Between the bottle of wine
And the look in your eyes and the Marvin Gaye
Then we danced in the dark under September stars in the pourin' rain

And I know that I can't ever tell you enough
That all I need in this life is your crazy love
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh, if all I got is your hand in my hand
Baby, I could die a happy man
A happy man, baby

Baby, that red dress brings me to my knees
Oh, but that black dress makes it hard to breathe
You're a saint; you're a goddess; the cutest; the hottest; a masterpiece
It's too good to be true, nothing better than you
In my wildest dreams

And I know that I can't ever tell you enough
That all I need in this life is your crazy love
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh if all I got is your hand in my hand
Baby, I could die a happy man, yeah

I don't need no vacation, no fancy destination
Baby, you're my great escape
We could stay at home, listen to the radio
Or dance around the fireplace

Well, if I never get to build my mansion in Georgia
Or drive a sports car up the coast of California
Oh, if all I got is your hand in my hand
Baby, I could die a happy man

Baby, I could die a happy man
Baby, I could die a happy man
Oh, I could die a happy man
You know I could, girl
I could die, I could die a happy man",['Sensual'],99.67,['Slow Tempo'],Die A Happy Man,"[('baby', 9), ('man', 8), ('happy', 8)]"
